mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	3	5	5	0.75	0	0	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	25
3	3	11/2	11/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	40
3	3	23/4	23/4	0.125	3/16	3/16	4/4	1	1	1/32	1/32	1		7	73	C#5	5	26
3	3	47/8	47/8	0.125	7/32	7/32	4/4	1	1	1/32	1/32	1		2	74	D5	5	27
3	3	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	41
3	3	6	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		8	56	G#3	3	36
3	3	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	32
3	3	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	28
3	3	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2	42
3	3	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	C#4	4	37
3	3	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	33
3	3	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	29
3	3	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	43
3	3	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	38
3	3	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	34
3	3	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	30
4	4	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3	58
4	4	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	53
4	4	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	48
4	4	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	44
4	4	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3	59
4	4	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	54
4	4	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	49
4	4	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	45
4	4	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	60
4	4	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		6	54	F#3	3	61
4	4	11	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	55
4	4	11	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	50
4	4	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	46
4	4	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	62
4	4	23/2	23/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	56
4	4	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	63
4	4	12	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	57
4	4	12	12	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	51
4	4	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	47
4	4	25/2	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	52
5	5	13	13	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	80
5	5	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		6	54	F#3	3	74
5	5	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	70
5	5	13	13	0.5	0	0	4/4	1	1	1/8	1/8	1		5	71	B4	4	64
5	5	27/2	27/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		6	66	F#4	4	75
5	5	27/2	27/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	65
5	5	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	81
5	5	14	14	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64	E4	4	76
5	5	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	71
5	5	14	14	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73	C#5	5	66
5	5	29/2	29/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	77
5	5	29/2	29/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	67
5	5	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2	82
5	5	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	C#4	4	78
5	5	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	72
5	5	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	68
5	5	16	16	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	83
5	5	16	16	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	79
5	5	16	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	73
5	5	16	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	69
6	6	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3	93
6	6	17	17	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3	98
6	6	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	88
6	6	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	84
6	6	18	18	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	99
6	6	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	94
6	6	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	89
6	6	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	85
6	6	19	19	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	100
6	6	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	95
6	6	19	19	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4	90
6	6	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	86
6	6	39/2	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	96
6	6	39/2	39/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4	91
6	6	20	20	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	101
6	6	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	97
6	6	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	92
6	6	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	87
7	7	21	21	2.0	0	0	4/4	2	2	1/2	1/2	1		3	45	A2	2	110
7	7	21	21	1.5	0	0	4/4	2	1	3/8	1/4	3/2		3	57	A3	3	107
7	7	21	21	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	104
7	7	21	21	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4	102
7	7	22	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	105
7	7	45/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	108
7	7	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	111
7	7	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3	109
7	7	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	57	A3	3	106
7	7	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62	D4	4	103
9	9	25	25	2.0	0	0	4/4	2	2	1/2	1/2	1		7	49	C#3	3	118
9	9	25	25	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3	116
9	9	25	25	2.0	0	0	4/4	1	2	1/2	1/2	1		4	64	E4	4	114
9	9	25	25	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	112
9	9	27	27	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		2	50	D3	3	119
9	9	27	27	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57	A3	3	117
9	9	27	27	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		2	62	D4	4	115
9	9	27	27	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		6	66	F#4	4	113
10	10	29	29	2.0	0	0	4/4	2	2	1/2	1/2	1		3	45	A2	2	126
10	10	29	29	2.0	0	0	4/4	2	1	1/2	1/2	1		7	61	C#4	4	124
10	10	29	29	2.0	0	0	4/4	1	2	1/2	1/2	1		4	64	E4	4	122
10	10	29	29	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	120
10	10	31	31	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		2	50	D3	3	127
10	10	31	31	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57	A3	3	125
10	10	31	31	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		2	62	D4	4	123
10	10	31	31	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		6	66	F#4	4	121
11	11	33	33	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	141
11	11	33	33	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3	137
11	11	33	33	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	132
11	11	33	33	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	128
11	11	67/2	67/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4	133
11	11	34	34	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3	142
11	11	34	34	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	138
11	11	34	34	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	134
11	11	34	34	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	129
11	11	69/2	69/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	143
11	11	35	35	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	144
11	11	35	35	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	139
11	11	35	35	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		7	61	C#4	4	135
11	11	35	35	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4	130
11	11	71/2	71/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1	1	1	55	G3	3	145
11	11	36	36	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1	-1	1	55	G3	3	146
11	11	36	36	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	140
11	11	36	36	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	136
11	11	36	36	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	131
11	11	73/2	73/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	147
12	12	37	37	0.5	0	0	4/4	2	2	1/8	1/8	1		5	47	B2	2	163
12	12	37	37	0.5	0	0	4/4	2	1	1/8	1/8	1		5	59	B3	3	158
12	12	37	37	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	152
12	12	37	37	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	148
12	12	75/2	75/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	164
12	12	75/2	75/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	159
12	12	75/2	75/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1	1	4	64	E4	4	153
12	12	38	38	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	165
12	12	38	38	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	160
12	12	38	38	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1	-1	4	64	E4	4	154
12	12	38	38	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	149
12	12	77/2	77/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	155
12	12	39	39	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	45	A2	2	166
12	12	39	39	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	161
12	12	39	39	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		7	61	C#4	4	156
12	12	39	39	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4	150
12	12	79/2	79/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	167
12	12	40	40	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	168
12	12	40	40	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	162
12	12	40	40	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		9	63	D#4	4	157
12	12	40	40	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	151
12	12	81/2	81/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	169
13	13	41	41	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	186
13	13	41	41	0.5	0	0	4/4	2	1	1/8	1/8	1		5	59	B3	3	178
13	13	41	41	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	173
13	13	41	41	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	170
13	13	83/2	83/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	179
13	13	42	42	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		5	59	B3	3	187
13	13	42	42	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	174
13	13	42	42	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1	1	2	62	D4	4	180
13	13	42	42	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	171
13	13	85/2	85/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	188
13	13	85/2	85/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4	175
13	13	43	43	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	189
13	13	43	43	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		5	59	B3	3	176
13	13	43	43	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1	-1	2	62	D4	4	181
13	13	43	43	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		4	64	E4	4	172
13	13	87/2	87/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		7	61	C#4	4	182
13	13	175/4	175/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	183
13	13	44	44	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	184
13	13	44	44	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	190
13	13	44	44	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	177
13	13	89/2	89/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	185
14	14	45	45	2.0	0	0	4/4	2	2	1/2	1/2	1		2	50	D3	3	202
14	14	45	45	2.0	0	0	4/4	2	1	1/2	1/2	1		6	54	F#3	3	198
14	14	45	45	2.0	0	0	4/4	1	2	1/2	1/2	1		3	57	A3	3	194
14	14	45	45	2.0	0	0	4/4	1	1	1/2	1/2	1		2	62	D4	4	191
14	14	47	47	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	203
14	14	47	47	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		6	54	F#3	3	199
14	14	47	47	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	195
14	14	47	47	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	192
14	14	95/2	95/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	200
14	14	48	48	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	42	F#2	2	204
14	14	48	48	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3	201
14	14	48	48	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	196
14	14	48	48	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	193
14	14	97/2	97/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	197
15	15	49	49	1.0	0	0	4/4	2	2	1/4	1/4	1		1	43	G2	2	221
15	15	49	49	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	216
15	15	49	49	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	209
15	15	49	49	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	205
15	15	99/2	99/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	210
15	15	50	50	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	222
15	15	50	50	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	217
15	15	50	50	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	211
15	15	50	50	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	206
15	15	51	51	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		5	47	B2	2	223
15	15	51	51	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	D4	4	218
15	15	51	51	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		6	66	F#4	4	212
15	15	51	51	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	207
15	15	103/2	103/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	224
15	15	103/2	103/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	213
15	15	103/2	103/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	219
15	15	52	52	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	225
15	15	52	52	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	220
15	15	52	52	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	214
15	15	52	52	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	208
15	15	105/2	105/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	215
16	16	53	53	1.0	0	0	4/4	2	2	1/4	1/4	1		1	43	G2	2	237
16	16	53	53	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	233
16	16	53	53	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	228
16	16	53	53	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4	226
16	16	107/2	107/2	0.25	1/8	1/8	4/4	1	2	1/16	1/16	1		7	61	C#4	4	229
16	16	215/4	215/4	0.25	3/16	3/16	4/4	1	2	1/16	1/16	1		5	59	B3	3	230
16	16	54	54	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	238
16	16	54	54	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	234
16	16	54	54	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	231
16	16	109/2	109/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	235
16	16	55	55	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	38	D2	2	239
16	16	55	55	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3	236
16	16	55	55	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	57	A3	3	232
16	16	55	55	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62	D4	4	227
